kw	SM.17
enzek	LEX
e	REC.CJ
i	AUG
ngozi	9.LEX
ku	LOC
m	NCP.3
gaqw	LEX
ana	DIM
nje	LEX
om	AC.3
ncinane	LEX
ku	SM.17
vel	LEX
e	REC.CJ
i	AUG
moto	9.LEX
e	RC.9
bomvu	LEX
e	SM.IPFV.9
be	LEX.REC.CJ
i	SM.PRT.9
si	PRT
z	LEX
a	FV
nga	LOC
se	LOC.COP
ntla	9.LEX
kunye	LEX
na	COM
i	AUG
moto	9.LEX
e	RC.9
luhlaza	LEX
e	SM.IPFV.9
be	LEX.REC.CJ
i	SM.PRT.9
si	PRT
z	LEX
a	FV
nga	LOC
e	LOC
zantsi	3.LEX
zi	SM.10
y	LEX
e	REC.CJ
za	SM.PST.10
tshayis	LEX
an	RECP
a	FV
ke	LEX
za	SM.PST.10
tsh	LEX
a	FV
za	SM.PST.10
vuth	LEX
a	FV
a	AUG
ma	NCP.6
dangatyi	LEX
kw	SM.17
enzakel	LEX
e	REC.CJ
a	AUG
ba	NCP.2
ntu	LEX
a	AUG
ba	AC.2
hlanu	LEX
ku	LOC
lo	DEM.9.DIST
ngozi	9.LEX
si	SM.1PL
y	LEX
e	REC.CJ
sa	SM.PST.1PL
khawulez	LEX
a	FV
sa	SM.PST.1PL
fowun	LEX
el	APPL
a	FV
i	AUG
nqwelo	9.LEX
ye	AS.9
zi	NCP.8
gulani	LEX
i	SM.9
ba	OM.2
thath	LEX
ile	REC.DJ
ke	LEX
ya	SM.PST.9
ba	OM.2
leq	LEX
is	CAUS
a	FV
e	LOC
si	NCP.7
bhedlele	LEX
i	NCP.5
gama	LEX
la	5
m	POSS.1SG
ndi	SM.1SG
ngu	COP.1
Nosabelo	1a.LEX
Futu	LEX
ndi	SM.1SG
fun	LEX
a	FV
uku	INF
buza	LEX
u	AUG
tata	1a.LEX
malunga	LEX
na	COM
la	DEM.9.DIST
mfazwe	9.LEX
kwa	SM.PST.17
ku	IPFV
si	PRT
lw	LEX
a	FV
a	AUG
ma	NCP.6
khwenkwe	LEX
a	AS.6
se	LOC.COP
Nqileni	LEX
na	COM
a	AUG
ma	NCP.6
khwenkwe	LEX
a	AS.6
kwa	LOC
Tshezi	LEX
kwa	SM.PST.17
ku	IPFV.17
nini	LEX
ngoko	LEX
tata	1a.LEX
kwa	SM.PST.17
ku	IPFV.17
kowuphi	LEX
u	AUG
nyaka	3.LEX
ku	SM.17
gqibel	LEX
e	REC.CJ
u	AUG
ku	NCP.15
l	LEX
iw	PASS
a	FV
ngo	INSTR
198’4’2’1 ’43	LEX
ngo	INSTR
73	73
1973	LEX
kwa	SM.PST.17
ku	IPFV.17
si	PRT
lw	LEX
el	APPL
w	PASS
a	FV
phi	LEX
apha	DEM.16.PROX
e	LOC
si	NCP.7
thub	LEX
eni	LOC
vele	LEX
u	SM.2SG
qhubelek	LEX
e	SBJV
nje	LEX
vele	LEX
u	SM.2SG
qhubelek	LEX
e	SBJV
nje	LEX
kwa	SM.PST.17
l	LEX
iw	PASS
a	FV
apha	LEX
e	LOC
si	NCP.7
thub	LEX
eni	LOC
i	AUG
nto	9.LEX
e	RC.9
y	SM.9
enz	LEX
a	FV
uba	LEX
ku	SM.17
l	LEX
iw	PASS
e	REC.CJ
e	LOC
si	NCP.7
thub	LEX
eni	LOC
kwa	SM.PST.17
suk	LEX
a	FV
a	AUG
ma	NCP.6
khwenkwe	LEX
apha	DEM.16.PROX
a	SM.PST.6
y	LEX
a	FV
e	LOC
Kop	LEX
kwa	LOC
Tshezi	LEX
a	SM.6
yo	IT
sel	LEX
a	FV
u	AUG
tywala	14.LEX
a	SM.6
xatyel	PASS\LEX
w	PASS
a	FV
pha	DEM.16.DIST
nga	INSTR
a	AUG
ma	NCP.6
khwenkwe	LEX
a	AS.6
kwa	LOC
Tshezi	LEX
a	SM.PST.6
buy	LEX
a	FV
e	RC.6
balek	LEX
a	FV
pha	DEM.16.DIST
ku	LOC
sasa	LEX
ba	SM.2
qul	LEX
a	FV
o	RC.1
wa	PST.1
lapha	DEM.16.PROX
kengoku	LEX
kwa	PST.17
qatyel	PASS\LEX
w	PASS
a	FV
ukuze	LEX
ku	SM.17
l	LEX
iw	PASS
e	REC.CJ
e	LOC
thub	LEX
eni	LOC
a	SM.6
balek	LEX
a	FV
ke	LEX
kwa	LOC
Tshezi	LEX
ya	SM.PST.9
qhamk	LEX
a	FV
i	AUG
mfazwe	9.LEX
kuze	LEX
kwa	SM.PST.17
y	LEX
iw	PASS
a	FV
apho	DEM.16.MED
kengoku	LEX
kwa	SM.PST.17
f	LEX
a	FV
a	AUG
ba	NCP.2
ntu	LEX
apho	DEM.16.MED
ba	SM.2
xatyel	PASS\LEX
w	PASS
a	FV
ba	SM.2
f	LEX
a	FV
ku	LOC
lo	DEM.9.MED
mfazwe	9.LEX
leyo	DEM.9.MED
Yi	COP.9
i	AUG
ntombazana	9.LEX
